DNA Test ID,DNA Sample Timestamp,Beach,DNA Sample 1 Reading,DNA Sample 2 Reading,DNA Reading Mean,Culture Test ID,Culture Sample 1 Timestamp,Culture Sample 1 Reading,Culture Sample 2 Reading,Culture Reading Mean,Culture Note,Culture Sample Interval,Culture Sample 2 Timestamp,Latitude,Longitude,Location
10819,06/09/2019 11:48:00 AM,Rogers,209.0,145.0,174.1,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
,,NA,,,,105123,08/16/2012 12:00:00 AM,1.0,1.0,1.0,,,,,,
10826,06/09/2019 11:46:00 AM,Foster,85.0,30.0,50.5,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10683,06/09/2019 11:43:00 AM,South Shore,303.0,285.0,293.9,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10811,06/09/2019 11:44:00 AM,Oakwood,71.0,110.0,88.4,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10813,06/09/2019 11:44:00 AM,12th Street,4.0,12.0,6.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10829,06/09/2019 11:47:00 AM,Leone,219.0,149.0,180.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10828,06/09/2019 11:47:00 AM,Hartigan (Albion),137.0,340.0,215.8,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10817,06/09/2019 11:47:00 AM,Marion Mahony Griffin (Jarvis),399.0,185.0,271.7,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10814,06/09/2019 11:45:00 AM,Ohio Street,1522.0,1092.0,1289.2,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10816,06/09/2019 11:46:00 AM,Montrose,109.0,87.0,97.4,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10812,06/09/2019 11:44:00 AM,Margaret T Burroughs (31st),139.0,190.0,162.5,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10818,06/09/2019 11:47:00 AM,Howard,68.0,54.0,60.6,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10815,06/09/2019 11:45:00 AM,North Avenue,367.0,309.0,336.8,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10809,06/09/2019 11:41:00 AM,Calumet,597.0,652.0,623.9,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10810,06/09/2019 11:43:00 AM,57th Street,45.0,25.0,33.5,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10684,06/09/2019 11:43:00 AM,63rd Street,245.0,32.0,88.5,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10825,06/09/2019 11:45:00 AM,Oak Street,18.0,57.0,32.0,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10849,06/10/2019 12:08:00 PM,Oak Street,270.0,1110.0,547.4,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10756,06/10/2019 12:10:00 PM,Osterman,73.0,70.0,71.5,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
,,NA,,,,103161,05/30/2006 12:00:00 AM,1.0,5.2,2.3,,,,,,
,,NA,,,,104257,06/27/2006 12:00:00 AM,1.0,1.0,1.0,,,,,,
,,NA,,,,105530,06/28/2013 12:00:00 AM,56.0,60.0,58.0,,,,,,
,,NA,,,,98341,08/17/2006 12:00:00 AM,686.7,648.8,667.5,,,,,,
10757,06/10/2019 12:10:00 PM,Marion Mahony Griffin (Jarvis),22.0,51.0,33.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
,,NA,,,,105754,08/27/2012 12:00:00 AM,95.9,66.3,79.7,,,,,,
10752,06/10/2019 12:05:00 PM,63rd Street,8.0,89.0,26.7,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10758,06/10/2019 12:11:00 PM,Howard,107.0,157.0,129.6,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10847,06/10/2019 12:07:00 PM,Margaret T Burroughs (31st),40.0,593.0,154.0,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10848,06/10/2019 12:07:00 PM,Ohio Street,636.0,133.0,290.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10792,06/10/2019 12:05:00 PM,South Shore,76.0,180.0,117.0,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10846,06/10/2019 12:05:00 PM,Rainbow,137.0,42.0,75.9,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10755,06/10/2019 12:09:00 PM,North Avenue,45.0,31.0,37.3,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10850,06/10/2019 12:09:00 PM,Montrose,147.0,163.0,154.8,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10845,06/10/2019 12:04:00 PM,Calumet,148.0,40.0,76.9,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10852,06/10/2019 12:10:00 PM,Hartigan (Albion),81.0,52.0,64.9,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
,,NA,,,,111287,08/17/2012 12:00:00 AM,96.0,98.5,97.2,,,,,,
10759,06/10/2019 12:11:00 PM,Rogers,97.0,77.0,86.4,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10753,06/10/2019 12:06:00 PM,Oakwood,8.0,15.0,11.0,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10754,06/10/2019 12:07:00 PM,12th Street,9.0,3.0,5.2,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10851,06/10/2019 12:09:00 PM,Foster,42.0,58.0,49.4,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10853,06/10/2019 12:13:00 PM,Leone,27.0,145.0,62.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10793,06/10/2019 12:06:00 PM,57th Street,3.0,123.0,19.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
,,NA,,,,107221,06/04/2014 12:00:00 AM,2420.0,2420.0,2420.0,,,,,,
,,NA,,,,108386,06/09/2014 12:00:00 AM,2420.0,2420.0,2420.0,,,,,,
,,NA,,,,96712,07/22/2011 12:00:00 AM,1.0,11.0,3.3,,,,,,
10798,06/11/2019 12:26:00 PM,Hartigan (Albion),6.0,8.0,6.9,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10830,06/11/2019 12:22:00 PM,Oakwood,2.0,2.0,2.0,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10760,06/11/2019 12:20:00 PM,Calumet,17.0,227.0,62.1,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10795,06/11/2019 12:21:00 PM,South Shore,7.0,3.0,4.6,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10834,06/11/2019 12:25:00 PM,Foster,1.0,8.0,2.8,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10835,06/11/2019 12:25:00 PM,Osterman,21.0,37.0,27.9,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10794,06/11/2019 12:21:00 PM,Rainbow,11.0,141.0,39.4,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10855,06/11/2019 12:23:00 PM,Ohio Street,198.0,109.0,146.9,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10833,06/11/2019 12:24:00 PM,North Avenue,4.0,19.0,8.7,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10831,06/11/2019 12:23:00 PM,Margaret T Burroughs (31st),35.0,56.0,44.3,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
,,NA,,,,106398,06/18/2012 12:00:00 AM,26.9,24.6,25.7,,,,,,
10797,06/11/2019 12:22:00 PM,57th Street,187.0,13.0,49.3,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10854,06/11/2019 12:23:00 PM,12th Street,37.0,3.0,10.5,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10856,06/11/2019 12:25:00 PM,Montrose,10.0,12.0,11.0,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10761,06/11/2019 12:26:00 PM,Marion Mahony Griffin (Jarvis),6.0,2.0,3.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10857,06/11/2019 12:27:00 PM,Rogers,17.0,17.0,17.0,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10832,06/11/2019 12:24:00 PM,Oak Street,5.0,6.0,5.5,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10796,06/11/2019 12:22:00 PM,63rd Street,36.0,8.0,17.0,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10836,06/11/2019 12:26:00 PM,Leone,3.0,2.0,2.4,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10837,06/11/2019 12:27:00 PM,Howard,4.0,19.0,8.7,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10877,06/12/2019 12:34:00 PM,Hartigan (Albion),48.0,7.0,18.3,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10866,06/12/2019 12:29:00 PM,57th Street,81.0,134.0,104.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10865,06/12/2019 12:29:00 PM,63rd Street,29.0,204.0,76.9,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10879,06/12/2019 12:35:00 PM,Marion Mahony Griffin (Jarvis),5.0,53.0,16.3,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10868,06/12/2019 12:30:00 PM,Margaret T Burroughs (31st),6.0,8.0,6.9,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10872,06/12/2019 12:32:00 PM,Humboldt,9.0,5.0,6.7,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10878,06/12/2019 12:34:00 PM,Leone,36.0,4.0,12.0,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10873,06/12/2019 12:33:00 PM,North Avenue,68.0,5.0,18.4,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10875,06/12/2019 12:33:00 PM,Foster,4.0,4.0,4.0,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10874,06/12/2019 12:33:00 PM,Montrose,31.0,26.0,28.4,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10881,06/12/2019 12:36:00 PM,Rogers,20.0,5.0,10.0,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10867,06/12/2019 12:30:00 PM,Oakwood,1.0,12.0,3.5,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10762,06/12/2019 12:27:00 PM,Calumet,177.0,32.0,75.3,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10876,06/12/2019 12:34:00 PM,Osterman,17.0,6.0,10.1,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10764,06/12/2019 12:28:00 PM,South Shore,10.0,92.0,30.3,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10870,06/12/2019 12:31:00 PM,Ohio Street,6.0,15.0,9.5,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10871,06/12/2019 12:32:00 PM,Oak Street,11.0,18.0,14.1,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10869,06/12/2019 12:31:00 PM,12th Street,239.0,143.0,184.9,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,NA,,,,95455,07/15/2014 12:00:00 AM,1.0,1.0,1.0,,,,,,
10763,06/12/2019 12:28:00 PM,Rainbow,3.0,28.0,9.2,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10880,06/12/2019 12:35:00 PM,Howard,2.0,13.0,5.1,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
,,NA,,,,104233,06/26/2006 12:00:00 AM,1.0,1.0,1.0,,,,,,
10888,06/13/2019 11:42:00 AM,Oakwood,5.0,5.0,5.0,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10906,06/13/2019 11:41:00 AM,63rd Street,3262.0,1800.0,2423.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10909,06/13/2019 11:44:00 AM,Ohio Street,153.0,79.0,109.9,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10891,06/13/2019 11:45:00 AM,Hartigan (Albion),1249.0,123.0,392.0,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10911,06/13/2019 11:46:00 AM,Leone,232.0,497.0,339.6,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10907,06/13/2019 11:42:00 AM,Margaret T Burroughs (31st),1277.0,1618.0,1437.4,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10887,06/13/2019 11:42:00 AM,57th Street,401.0,249.0,316.0,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10892,06/13/2019 11:46:00 AM,Rogers,318.0,170.0,232.5,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10912,06/13/2019 11:47:00 AM,Marion Mahony Griffin (Jarvis),280.0,198.0,235.5,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10908,06/13/2019 11:43:00 AM,12th Street,134.0,119.0,126.3,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10885,06/13/2019 11:39:00 AM,Calumet,1302.0,479.0,789.7,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10905,06/13/2019 11:41:00 AM,South Shore,794.0,503.0,632.0,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10910,06/13/2019 11:44:00 AM,Oak Street,39.0,40.0,39.5,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10889,06/13/2019 11:44:00 AM,Humboldt,1.0,4.0,2.0,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10890,06/13/2019 11:45:00 AM,North Avenue,65.0,70.0,67.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10886,06/13/2019 11:40:00 AM,Rainbow,180.0,125.0,150.0,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10955,06/14/2019 12:43:00 PM,Osterman,39.0,6.0,15.3,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10928,06/14/2019 12:45:00 PM,Marion Mahony Griffin (Jarvis),181.0,11.0,44.6,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10952,06/14/2019 12:42:00 PM,North Avenue,31.0,33.0,32.0,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10926,06/14/2019 12:44:00 PM,Hartigan (Albion),69.0,42.0,53.8,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10945,06/14/2019 12:40:00 PM,63rd Street,18.0,54.0,31.2,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10894,06/14/2019 12:39:00 PM,Rainbow,140.0,129.0,134.4,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10946,06/14/2019 12:40:00 PM,57th Street,4.0,17.0,8.2,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10929,06/14/2019 12:45:00 PM,Howard,99.0,10.0,31.5,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10927,06/14/2019 12:44:00 PM,Leone,88.0,64.0,75.0,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10954,06/14/2019 12:43:00 PM,Foster,6.0,29.0,13.2,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10950,06/14/2019 12:42:00 PM,Ohio Street,22.0,57.0,35.4,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10930,06/14/2019 12:45:00 PM,Rogers,67.0,32.0,46.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10948,06/14/2019 12:41:00 PM,Margaret T Burroughs (31st),144.0,164.0,153.7,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10925,06/14/2019 12:40:00 PM,South Shore,47.0,56.0,51.3,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10953,06/14/2019 12:43:00 PM,Montrose,117.0,144.0,129.8,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10951,06/14/2019 12:42:00 PM,Oak Street,22.0,10.0,14.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10893,06/14/2019 12:39:00 PM,Calumet,533.0,504.0,518.3,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10949,06/14/2019 12:41:00 PM,12th Street,28.0,23.0,25.4,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10947,06/14/2019 12:41:00 PM,Oakwood,5.0,2.0,3.2,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,NA,,,,97478,08/30/2011 12:00:00 AM,686.7,325.5,472.8,,,,,,
,,NA,,,,109395,08/20/2013 12:00:00 AM,649.0,238.0,393.0,,,,,,
,,NA,,,,96668,07/20/2011 12:00:00 AM,114.5,68.3,88.4,,,,,,
,,NA,,,,98282,07/20/2006 12:00:00 AM,101.4,410.6,204.0,,,,,,
,,NA,,,,98169,06/07/2007 12:00:00 AM,14.4,15.6,15.0,,,,,,
,,NA,,,,106704,06/26/2014 12:00:00 AM,26.0,42.0,33.0,,,,,,
,,NA,,,,107933,08/08/2013 12:00:00 AM,121.0,122.0,121.5,,,,,,
10899,06/15/2019 11:22:00 AM,Osterman,59.0,19.0,33.5,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10895,06/15/2019 11:19:00 AM,57th Street,192.0,47.0,95.0,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10938,06/15/2019 11:20:00 AM,Ohio Street,543.0,69.0,193.6,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10939,06/15/2019 11:21:00 AM,Oak Street,79.0,121.0,97.8,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10898,06/15/2019 11:22:00 AM,Foster,8.0,51.0,20.2,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10937,06/15/2019 11:20:00 AM,12th Street,9.0,34.0,17.5,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10932,06/15/2019 11:18:00 AM,Rainbow,64.0,36.0,48.0,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10897,06/15/2019 11:21:00 AM,North Avenue,28.0,61.0,41.3,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10934,06/15/2019 11:19:00 AM,63rd Street,53.0,259.0,117.2,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10943,06/15/2019 11:23:00 AM,Marion Mahony Griffin (Jarvis),2.0,7.0,3.7,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10942,06/15/2019 11:23:00 AM,Leone,105.0,30.0,56.1,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10936,06/15/2019 11:20:00 AM,Margaret T Burroughs (31st),315.0,13.0,64.0,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10944,06/15/2019 11:24:00 AM,Rogers,7.0,43.0,17.3,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10900,06/15/2019 11:24:00 AM,Howard,129.0,53.0,82.7,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10931,06/15/2019 11:18:00 AM,Calumet,24.0,118.0,53.2,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10933,06/15/2019 11:18:00 AM,South Shore,221.0,38.0,91.6,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
10935,06/15/2019 11:19:00 AM,Oakwood,4.0,16.0,8.0,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10940,06/15/2019 11:21:00 AM,Montrose,15.0,67.0,31.7,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10896,06/15/2019 11:21:00 AM,Humboldt,2.0,5.0,3.2,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10941,06/15/2019 11:22:00 AM,Hartigan (Albion),76.0,41.0,55.8,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10966,06/16/2019 11:20:00 AM,Rainbow,74.0,12.0,29.8,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10970,06/16/2019 11:26:00 AM,Foster,22.0,2.0,6.6,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10958,06/16/2019 11:22:00 AM,Oakwood,2.0,17.0,5.8,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
,,NA,,,,104184,06/22/2006 12:00:00 AM,1.0,1.0,1.0,,,,,,
10973,06/16/2019 11:28:00 AM,Leone,8.0,2.0,4.0,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10961,06/16/2019 11:24:00 AM,Ohio Street,432.0,543.0,484.3,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10965,06/16/2019 11:20:00 AM,Calumet,393.0,372.0,382.4,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10972,06/16/2019 11:27:00 AM,Hartigan (Albion),22.0,2.0,6.6,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10967,06/16/2019 11:21:00 AM,63rd Street,3035.0,212.0,802.1,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10957,06/16/2019 11:22:00 AM,57th Street,380.0,79.0,173.3,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10964,06/16/2019 11:28:00 AM,Marion Mahony Griffin (Jarvis),27.0,18.0,22.0,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
10956,06/16/2019 11:21:00 AM,South Shore,245.0,201.0,221.9,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
,,NA,,,,111752,05/29/2014 12:00:00 AM,2420.0,1414.0,1849.8,,,,,,
10985,06/16/2019 11:28:00 AM,Howard,14.0,2.0,5.3,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10968,06/16/2019 11:25:00 AM,Oak Street,2.0,2.0,2.0,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10963,06/16/2019 11:26:00 AM,Montrose,5.0,25.0,11.2,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10962,06/16/2019 11:25:00 AM,Humboldt,2.0,2.0,2.0,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10971,06/16/2019 11:27:00 AM,Osterman,14.0,51.0,26.7,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10969,06/16/2019 11:26:00 AM,North Avenue,12.0,6.0,8.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
10960,06/16/2019 11:24:00 AM,12th Street,2.0,4.0,2.8,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
,,NA,,,,106086,07/22/2013 12:00:00 AM,127.0,99.0,112.1,,,,,,
,,NA,,,,111949,08/29/2012 12:00:00 AM,107.1,139.6,122.3,,,,,,
11006,06/17/2019 12:23:00 PM,Hartigan (Albion),17.0,32.0,23.3,,,,,,,,,42.0027,-87.6564,"(42.0027, -87.6564)"
10995,06/17/2019 12:22:00 PM,Foster,4.0,4.0,4.0,,,,,,,,,41.9785,-87.6515,"(41.9785, -87.6515)"
10996,06/17/2019 12:22:00 PM,Osterman,18.0,13.0,15.3,,,,,,,,,41.9877,-87.6545,"(41.9877, -87.6545)"
10994,06/17/2019 12:22:00 PM,Montrose,41.0,118.0,69.6,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10974,06/17/2019 12:20:00 PM,Humboldt,12.0,11.0,11.5,,,,,,,,,41.90643,-87.703717,"(41.90643, -87.703717)"
10903,06/17/2019 12:21:00 PM,North Avenue,3.0,10.0,5.5,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
11025,06/17/2019 12:24:00 PM,Marion Mahony Griffin (Jarvis),61.0,21.0,35.8,,,,,,,,,42.0161,-87.6647,"(42.0161, -87.6647)"
11005,06/17/2019 12:15:00 PM,Oakwood,4.0,10.0,6.3,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
10975,06/17/2019 12:24:00 PM,Howard,310.0,38.0,108.5,,,,,,,,,42.0188,-87.6663,"(42.0188, -87.6663)"
10904,06/17/2019 12:23:00 PM,Leone,14.0,44.0,24.8,,,,,,,,,42.0131,-87.6635,"(42.0131, -87.6635)"
10993,06/17/2019 12:19:00 PM,Oak Street,12.0,38.0,21.4,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
10902,06/17/2019 12:18:00 PM,12th Street,38.0,46.0,41.8,,,,,,,,,41.8638,-87.6083,"(41.8638, -87.6083)"
10992,06/17/2019 12:19:00 PM,Ohio Street,329.0,155.0,225.8,,,,,,,,,41.8935,-87.6152,"(41.8935, -87.6152)"
10986,06/17/2019 12:26:00 PM,Rogers,49.0,117.0,75.7,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
10901,06/17/2019 12:12:00 PM,Rainbow,43.0,37.0,39.9,,,,,,,,,41.758,-87.551,"(41.758, -87.551)"
10990,06/17/2019 12:14:00 PM,57th Street,85.0,91.0,87.9,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10987,06/17/2019 12:11:00 PM,Calumet,118.0,181.0,146.1,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
10991,06/17/2019 12:15:00 PM,Margaret T Burroughs (31st),9.0,12.0,10.4,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
10989,06/17/2019 12:13:00 PM,63rd Street,171.0,136.0,152.5,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
10988,06/17/2019 12:12:00 PM,South Shore,142.0,80.0,106.6,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
11007,06/18/2019 12:10:00 PM,South Shore,291.0,14.0,63.8,,,,,,,,,41.7689,-87.5636,"(41.7689, -87.5636)"
11000,06/18/2019 12:11:00 PM,Margaret T Burroughs (31st),17.0,127.0,46.5,,,,,,,,,41.8393,-87.6072,"(41.8393, -87.6072)"
11052,06/18/2019 12:16:00 PM,Rogers,525.0,420.0,469.6,,,,,,,,,42.0213,-87.6666,"(42.0213, -87.6666)"
11009,06/18/2019 12:11:00 PM,Oakwood,275.0,8.0,46.9,,,,,,,,,41.8211,-87.5976,"(41.8211, -87.5976)"
11003,06/18/2019 12:12:00 PM,Oak Street,101.0,26.0,51.2,,,,,,,,,41.9032,-87.6235,"(41.9032, -87.6235)"
11046,06/18/2019 12:13:00 PM,Montrose,90.0,136.0,110.6,,,,,,,,,41.9655,-87.6385,"(41.9655, -87.6385)"
10999,06/18/2019 12:11:00 PM,57th Street,10.0,3.0,5.5,,,,,,,,,41.7911,-87.5797,"(41.7911, -87.5797)"
10997,06/18/2019 12:09:00 PM,Calumet,205.0,94.0,138.8,,,,,,,,,41.7142,-87.5299,"(41.7142, -87.5299)"
11008,06/18/2019 12:10:00 PM,63rd Street,109.0,11.0,34.6,,,,,,,,,41.7827,-87.5748,"(41.7827, -87.5748)"
11045,06/18/2019 12:13:00 PM,North Avenue,510.0,309.0,397.0,,,,,,,,,41.9148,-87.6273,"(41.9148, -87.6273)"
